Id,Road_Type,Property_Shape,House_Type,House_Condition,Construction_Year,Remodel_Year,BsmtFinSF1,Total_Basement_Area,Air_Conditioning,First_Floor_Area,Second_Floor_Area,LowQualFinSF,Underground_Full_Bathroom,Full_Bathroom_Above_Grade,Bedroom_Above_Grade,Kitchen_Quality,Rooms_Above_Grade,Fireplaces,Garage,Garage_Built_Year,Garage_Area,Pool_Area,Miscellaneous_Value,Year_Sold,Sale_Price
182,Paved,Reg,1Fam,6,1920,1950,352,793,Y,901,901,0,0,1,4,TA,9,1,Detchd,1920,24.10161835,0,0,2006,200100
183,Paved,Reg,1Fam,6,1957,2006,0,0,Y,1340,0,0,0,1,3,TA,7,1,Attchd,1957,745.1198998,0,0,2007,120000
184,Paved,Reg,1Fam,5,2003,2003,0,1362,Y,1362,720,0,0,2,3,Gd,6,0,Detchd,2003,530.6479721,0,0,2008,200000
185,Paved,IR1,1Fam,8,1908,1991,0,504,Y,936,316,0,0,1,3,TA,5,0,Attchd,1986,480.0075295,0,0,2006,127000
186,Paved,IR2,1Fam,9,1892,1993,0,1107,Y,1518,1518,572,0,2,4,Ex,12,2,Detchd,1993,454.7436318,0,0,2006,475000
187,Paved,IR1,1Fam,5,1990,1991,611,1188,Y,1217,0,0,1,2,3,Gd,6,0,Attchd,1990,418.8912511,0,0,2009,173000
188,Paved,Reg,1Fam,7,1916,1987,0,660,Y,808,704,144,0,2,3,TA,8,0,Detchd,1916,474.5768791,0,0,2009,135000
189,Paved,Reg,Duplex,5,1979,1979,1086,1086,Y,1224,0,0,2,0,2,TA,6,2,Detchd,1979,464.9122736,0,0,2009,153337
190,Paved,Reg,TwnhsE,5,2001,2002,1153,1593,Y,1593,0,0,1,1,0,Ex,5,1,Attchd,2001,796.3422301,0,0,2008,286000
191,Paved,Reg,1Fam,8,1932,1994,297,853,Y,1549,1178,0,0,2,3,Gd,10,2,Detchd,1932,602.2709081,0,0,2007,315000
192,Paved,IR1,1Fam,9,1972,2004,626,725,Y,725,754,0,1,1,4,Gd,7,0,Attchd,1972,515.2011902,0,0,2007,184000
193,Paved,IR1,1Fam,5,1999,1999,560,1431,Y,1431,0,0,1,2,3,Gd,6,0,Attchd,1999,401.6690563,0,0,2009,192000
194,Paved,Reg,Twnhs,5,2004,2004,0,970,Y,970,739,0,0,2,3,Gd,7,0,Detchd,2004,-81.84389859,0,0,2006,130000
195,Paved,IR1,1Fam,7,1972,1972,390,864,Y,864,0,0,0,1,3,TA,5,0,Detchd,1989,523.8637679,0,0,2008,127000
196,Paved,Reg,Twnhs,6,1976,1976,566,855,Y,855,601,0,0,2,3,TA,7,1,Attchd,1976,390.4724229,0,0,2009,148500
197,Paved,Reg,1Fam,5,2007,2007,1126,1726,Y,1726,0,0,1,2,3,Ex,8,1,Attchd,2007,262.1741471,0,0,2007,311872
198,Paved,Reg,1Fam,4,1918,1990,1036,1360,Y,1360,1360,392,1,2,4,Gd,8,1,Detchd,1918,245.8468861,512,0,2006,235000
199,Paved,Reg,1Fam,6,1912,1950,0,755,Y,929,929,371,0,1,5,TA,8,0,NA,NA,715.4816238,0,0,2009,104000
200,Paved,Reg,1Fam,5,2004,2005,1088,1713,Y,1713,0,0,1,2,3,Ex,7,1,Attchd,2004,286.0544315,0,0,2009,274900
201,Paved,Reg,1Fam,5,2003,2004,0,1121,Y,1121,0,0,0,2,2,TA,5,0,Attchd,2003,869.1407919,0,0,2010,140000
202,Paved,Reg,1Fam,6,1977,1977,641,1196,Y,1279,0,0,0,2,3,TA,6,2,Detchd,1980,675.3032248,0,0,2008,171500
203,Paved,Reg,1Fam,6,1924,1950,617,617,Y,865,445,0,0,2,2,TA,6,0,Attchd,1924,343.5638037,0,0,2006,112000
204,Paved,Reg,TwnhsE,5,2004,2004,662,848,Y,848,0,0,1,1,1,Gd,3,1,Attchd,2004,756.446834,0,0,2008,149000
205,Paved,Reg,1Fam,7,1947,1950,312,720,Y,720,564,0,0,1,2,TA,5,0,Detchd,1948,796.4761019,0,0,2009,110000
206,Paved,Reg,1Fam,5,1990,1990,0,1424,Y,1442,0,0,0,2,3,TA,5,0,Attchd,1990,759.2738038,0,0,2009,180500
207,Paved,IR1,1Fam,5,1962,1962,0,1140,Y,1696,0,0,0,1,3,TA,8,1,Attchd,1962,591.3615376,0,0,2007,143900
208,Paved,IR1,1Fam,5,1960,1960,419,1100,Y,1100,0,0,1,1,3,TA,6,1,Attchd,1960,603.7435278,0,0,2008,141000
209,Paved,IR1,1Fam,5,1988,1989,1065,1157,Y,1180,882,0,1,2,3,TA,7,1,Attchd,1988,549.3231765,0,0,2007,277000
210,Paved,Reg,1Fam,7,1964,1964,787,1092,Y,1092,0,0,1,1,3,TA,6,0,Attchd,1964,603.0956312,0,0,2008,145000
211,Paved,Reg,1Fam,6,1925,1950,468,864,N,864,0,0,1,1,2,TA,5,0,NA,NA,479.2101712,0,0,2008,98000
212,Paved,Reg,1Fam,5,2009,2009,36,1212,Y,1212,0,0,0,2,3,Gd,6,0,Attchd,2009,536.1286752,0,0,2010,186000
213,Paved,Reg,1Fam,5,2009,2009,822,900,Y,932,920,0,1,2,3,Gd,7,1,Attchd,2009,535.6814982,0,0,2009,252678
214,Paved,IR2,1Fam,5,1995,1995,716,990,Y,990,0,0,0,1,3,TA,5,0,Attchd,1996,402.3194234,0,0,2006,156000
215,Paved,IR1,1Fam,7,1977,1977,378,689,Y,689,703,0,0,1,3,TA,6,0,Attchd,1977,282.1912863,0,450,2010,161750
216,Paved,IR1,1Fam,6,1957,1996,360,1070,Y,1236,0,0,0,1,2,Gd,6,1,Attchd,1957,374.3820461,0,0,2006,134450
217,Paved,Reg,1Fam,5,2004,2004,946,1436,Y,1436,0,0,1,2,3,Gd,8,0,Attchd,2004,462.8588965,0,0,2008,210000
218,Paved,Reg,1Fam,4,1925,1950,0,686,N,810,518,0,0,1,3,TA,8,0,Detchd,1940,691.7347146,0,0,2006,107000
219,Paved,IR1,1Fam,9,1939,2006,341,798,Y,1137,817,0,0,1,3,Gd,8,2,Attchd,1939,702.9584243,0,0,2008,311500
220,Paved,Reg,TwnhsE,5,2005,2006,16,1248,Y,1248,0,0,0,2,2,Gd,5,0,Attchd,2005,260.5573337,0,0,2006,167240
221,Paved,IR1,1Fam,5,2006,2006,0,1498,Y,1498,0,0,0,2,2,Gd,5,0,Attchd,2006,540.0067147,0,0,2006,204900
222,Paved,IR1,1Fam,5,2002,2002,0,1010,Y,1010,1257,0,0,2,4,Gd,8,1,BuiltIn,2002,354.1239017,0,0,2009,200000
223,Paved,Reg,1Fam,6,1975,1975,550,713,Y,811,741,0,1,2,3,TA,6,1,Attchd,1975,465.4460292,0,0,2006,179900
224,Paved,Reg,1Fam,6,1971,1971,524,864,Y,864,0,0,0,1,2,TA,4,0,Detchd,1989,678.0958877,0,0,2009,97000
225,Paved,Reg,1Fam,5,2003,2003,56,2392,Y,2392,0,0,0,2,3,Ex,8,1,Attchd,2003,538.0203909,0,0,2009,386250
226,Paved,Reg,Twnhs,5,1971,1971,0,630,Y,630,672,0,0,2,3,TA,6,0,Detchd,1991,665.4977242,0,0,2009,112000
227,Paved,IR1,1Fam,5,1995,1995,565,1203,Y,1214,1306,0,0,2,4,Gd,9,1,Attchd,1995,251.4906257,0,0,2007,290000
228,Paved,Reg,Twnhs,6,1970,1970,321,483,Y,483,504,0,0,1,2,TA,5,0,Detchd,1987,616.2092279,0,0,2008,106000
229,Paved,Reg,1Fam,5,1967,1967,842,912,Y,912,0,0,0,1,3,TA,5,1,Detchd,1974,684.0220258,0,0,2010,125000
230,Paved,Reg,TwnhsE,5,2005,2006,16,1373,Y,1555,0,0,0,2,2,Gd,7,1,Attchd,2005,257.7089946,0,0,2009,192500
231,Paved,Reg,1Fam,6,1959,1959,0,1194,Y,1194,0,0,1,1,3,TA,6,0,Attchd,1959,611.7896582,0,0,2010,148000
232,Paved,IR1,1Fam,5,1995,1996,689,1462,Y,1490,1304,0,1,2,4,Ex,9,1,Attchd,1995,103.8856699,0,0,2009,403000
233,Paved,Reg,Twnhs,5,1972,1972,0,483,Y,483,504,0,0,1,2,TA,5,1,Attchd,1972,374.3511273,0,0,2006,94500
234,Paved,Reg,1Fam,6,1976,1976,182,894,Y,894,0,0,1,1,3,TA,5,0,Attchd,1976,345.1004003,0,0,2010,128200
235,Paved,Reg,1Fam,5,2002,2002,625,860,Y,860,1100,0,1,2,4,Gd,8,2,BuiltIn,2002,434.7942575,0,0,2010,216500
236,Paved,Reg,TwnhsE,3,1971,1971,358,483,Y,483,504,0,0,1,2,TA,5,0,Detchd,1971,540.6812425,0,0,2008,89500
237,Paved,Reg,1Fam,5,2004,2004,24,1414,Y,1414,0,0,0,2,3,Gd,6,0,Attchd,2004,288.1719231,0,0,2010,185500
238,Paved,IR1,1Fam,7,1993,2003,402,996,Y,1014,730,0,0,2,3,Gd,7,0,Attchd,1993,442.0407068,0,0,2010,194500
239,Paved,Reg,1Fam,5,2007,2007,0,1694,Y,1694,0,0,0,2,3,Gd,7,0,Attchd,2007,369.5014523,0,0,2007,318000
240,Paved,Reg,1Fam,4,1945,1950,94,735,Y,798,689,0,0,1,3,TA,7,1,Detchd,1949,237.0561607,0,0,2010,113000
241,Paved,Reg,1Fam,5,2008,2008,1078,1566,Y,1566,0,0,1,2,3,Gd,7,0,Attchd,2008,456.0130866,0,0,2010,262500
242,Paved,Reg,1Fam,9,1945,1997,329,686,Y,866,0,0,0,1,2,Gd,4,0,NA,NA,838.2631003,0,0,2007,110500
243,Paved,Reg,1Fam,4,1900,1950,0,540,N,889,551,0,0,1,3,TA,6,0,Attchd,1940,460.7509987,0,0,2006,79000
244,Paved,Reg,TwnhsE,6,1980,1980,0,626,Y,626,591,0,0,1,3,TA,6,1,Attchd,1980,-112.3634615,0,0,2009,120000
245,Paved,IR1,1Fam,5,1994,2002,695,948,Y,1222,888,0,1,2,3,Gd,8,2,Attchd,1994,745.2213725,0,0,2010,205000
246,Paved,Reg,1Fam,5,1988,1988,929,1845,Y,1872,0,0,0,2,3,TA,6,1,Attchd,1988,626.0746377,0,0,2006,241500
247,Paved,Reg,2fmCon,8,1910,1950,0,1020,N,908,1020,0,0,2,4,Fa,9,0,Detchd,1910,603.6111587,0,0,2006,137000
248,Paved,Reg,1Fam,5,1954,1954,0,1367,Y,1375,0,0,0,1,2,TA,5,1,Attchd,1954,497.2062191,0,0,2006,140000
249,Paved,Reg,1Fam,5,2003,2003,0,840,Y,840,828,0,0,2,3,Gd,8,0,Attchd,2003,669.2149179,0,0,2007,180000
250,Paved,IR2,1Fam,7,1958,2006,697,1444,Y,1444,700,0,0,2,4,Gd,7,2,Attchd,1958,355.8711881,0,500,2007,277000
251,Paved,IR1,1Fam,2,1940,1966,0,728,Y,1306,0,0,0,1,3,Fa,6,0,NA,NA,436.9955645,0,450,2010,76500
252,Paved,IR1,TwnhsE,5,2006,2007,1573,1573,Y,1625,0,0,1,2,2,Gd,5,1,Attchd,2006,627.315261,0,0,2007,235000
253,Paved,IR1,1Fam,5,2004,2004,0,798,Y,798,842,0,0,2,3,Gd,6,0,Attchd,2004,572.2224409,0,0,2008,173000
254,Paved,Reg,1Fam,7,1964,1991,270,1302,Y,1302,0,0,0,2,3,Gd,7,0,Attchd,1964,965.9555912,0,0,2007,158000
255,Paved,Reg,1Fam,6,1957,1957,922,1314,Y,1314,0,0,1,1,3,TA,5,0,Attchd,1957,106.7143051,0,0,2010,145000
256,Paved,IR1,1Fam,5,1999,1999,0,975,Y,1005,1286,0,0,2,4,Gd,8,1,BuiltIn,1999,243.6353459,0,0,2006,230000
257,Paved,IR1,1Fam,5,2003,2003,503,864,Y,864,864,0,0,2,3,Gd,7,0,Attchd,2003,737.6888377,0,0,2008,207500
258,Paved,Reg,1Fam,5,2006,2006,1334,1604,Y,1604,0,0,1,2,3,Gd,8,1,Attchd,2006,657.0463926,0,0,2009,220000
259,Paved,Reg,1Fam,5,2001,2001,361,963,Y,963,829,0,0,2,3,Gd,7,1,Attchd,2001,300.4625429,0,0,2008,231500
260,Paved,Reg,1Fam,5,1956,1956,0,0,Y,882,0,0,0,1,2,TA,4,0,Detchd,1956,386.5572741,0,0,2008,97000
261,Paved,Reg,1Fam,5,1962,1962,672,1362,Y,1382,0,0,1,1,3,TA,6,1,Attchd,1991,560.088644,0,0,2009,176000
262,Paved,IR1,1Fam,5,2007,2007,0,1482,Y,1482,1092,0,0,2,3,Ex,10,1,BuiltIn,2007,679.7350195,0,0,2007,276000
263,Paved,IR1,1Fam,7,1977,1995,506,506,Y,1212,0,0,1,1,3,TA,6,1,Attchd,1978,561.4078437,0,0,2006,151000
264,Paved,Reg,1Fam,7,1929,2001,234,926,Y,926,0,390,1,1,3,TA,6,0,Detchd,1974,167.3370756,0,0,2010,130000
265,Paved,IR3,1Fam,5,1925,2004,0,680,N,764,0,0,0,1,2,TA,4,0,Detchd,1965,497.9624832,0,0,2008,73000
266,Paved,IR1,1Fam,6,1981,1981,588,1422,Y,1422,0,0,0,2,3,Gd,7,1,Attchd,1981,529.937037,0,0,2008,175500
267,Paved,IR1,1Fam,5,1997,1997,714,802,Y,802,709,0,1,2,3,TA,8,1,Attchd,1997,473.5895066,0,0,2006,185000
268,Paved,Reg,1Fam,8,1939,1997,378,720,Y,1052,720,420,0,2,4,Gd,8,1,Detchd,1939,159.9396127,0,0,2008,179500
269,Paved,Reg,1Fam,6,1940,1955,403,740,Y,778,0,0,0,1,2,TA,4,1,Detchd,1966,756.6819523,0,0,2008,120500
270,Paved,IR1,1Fam,7,1976,1976,751,1143,Y,1113,0,0,1,1,3,TA,6,1,Attchd,1987,611.0303788,0,0,2007,148000
271,Paved,Reg,1Fam,5,2006,2006,0,1095,Y,1095,844,0,0,2,3,Gd,8,1,Attchd,2006,246.1248737,0,0,2006,266000
272,Paved,IR1,1Fam,7,1954,2005,226,1385,Y,1363,0,0,1,1,2,TA,5,2,Attchd,1954,138.176032,0,0,2008,241500
273,Paved,IR1,1Fam,7,1999,2007,524,1152,Y,1164,1106,0,0,2,4,Gd,9,1,Attchd,1999,347.3819663,0,0,2010,290000
274,Paved,Reg,1Fam,6,1958,1988,620,1240,Y,1632,0,0,1,2,3,TA,6,1,Attchd,1958,603.4592712,0,0,2009,139000
275,Paved,Reg,1Fam,7,1982,1982,546,816,Y,816,0,0,0,1,2,TA,5,0,Attchd,1982,510.6607915,0,0,2007,124500
276,Paved,Reg,1Fam,7,1925,2007,0,952,N,952,596,0,0,2,3,Ex,5,0,Detchd,1978,775.059182,0,0,2009,205000
277,Paved,IR1,1Fam,5,2003,2003,0,1560,Y,1560,0,0,0,2,3,Gd,7,0,Attchd,2003,551.2639499,0,0,2010,201000
278,Paved,Reg,1Fam,5,1951,1951,120,864,Y,864,0,0,0,1,2,TA,4,0,Detchd,1951,502.1849575,0,0,2010,141000
279,Paved,Reg,1Fam,5,2006,2007,0,2121,Y,2121,0,0,0,2,3,Ex,8,1,Attchd,2007,557.26378,0,0,2007,415298
280,Paved,Reg,1Fam,5,1977,1977,392,1160,Y,1156,866,0,0,2,4,TA,8,1,Attchd,1977,566.8274914,0,0,2008,192000
281,Paved,Reg,1Fam,6,1989,1989,421,807,Y,1175,807,0,0,2,3,Gd,7,1,Attchd,1989,344.487414,0,0,2007,228500
282,Paved,Reg,1Fam,5,2006,2006,905,1262,Y,1262,0,0,0,2,2,Gd,5,0,Attchd,2006,545.0130213,0,0,2006,185000
283,Paved,Reg,Twnhs,5,2007,2008,904,1314,Y,1314,0,0,1,2,2,Gd,6,1,Attchd,2008,535.352288,0,0,2009,207500
284,Paved,Reg,1Fam,5,2008,2009,0,1468,Y,1468,0,0,0,2,3,Gd,6,1,Attchd,2008,333.3378628,0,0,2009,244600
285,Paved,Reg,TwnhsE,5,1992,1992,430,1575,Y,1575,0,0,1,2,2,Gd,5,0,Attchd,1992,646.721957,0,0,2007,179200
286,Paved,IR1,TwnhsE,5,2006,2007,0,625,Y,625,625,0,0,2,2,Gd,5,0,Detchd,2006,362.1140609,0,0,2007,164700
287,Paved,IR1,1Fam,7,1962,1981,600,912,Y,1085,649,0,0,1,3,Gd,7,1,Attchd,1962,608.3829166,0,0,2006,159000
288,Paved,IR1,1Fam,4,1971,1971,614,858,Y,858,0,0,0,1,3,TA,5,0,NA,NA,405.42876,0,0,2006,88000
289,Paved,IR1,1Fam,5,1967,1967,450,882,Y,900,0,0,0,1,3,TA,5,0,Detchd,1970,490.5092442,0,0,2010,122000
290,Paved,Reg,1Fam,7,1915,2003,0,698,Y,698,698,0,0,1,3,TA,7,0,Detchd,2003,479.6960576,0,0,2007,153575
291,Paved,Reg,1Fam,5,2006,2006,0,1079,Y,1079,840,0,0,2,3,Gd,8,1,Attchd,2006,285.4861016,0,0,2006,233230
292,Paved,Reg,2fmCon,6,1912,2000,210,780,N,936,780,0,1,2,6,Fa,9,0,NA,NA,595.3401658,0,0,2008,135900
293,Paved,Reg,1Fam,4,1949,2008,292,768,Y,1148,568,0,0,1,3,TA,8,1,Attchd,1949,548.4004018,0,0,2009,131000
294,Paved,IR1,1Fam,7,1977,1994,795,795,Y,1468,795,0,1,2,3,Gd,9,1,Attchd,1977,273.2871778,0,0,2006,235000
295,Paved,Reg,1Fam,5,1953,1953,1285,1416,Y,1644,0,0,1,1,3,TA,7,2,Attchd,1953,-3.86982215,0,0,2009,167000
296,Paved,IR1,1Fam,6,1984,1984,819,1003,Y,1003,0,0,1,1,3,TA,6,0,Detchd,1984,228.3471879,0,0,2006,142500
297,Paved,Reg,1Fam,5,1950,1950,420,910,Y,910,648,0,0,1,4,TA,6,0,Attchd,1950,25.12008496,0,0,2007,152000
298,Paved,IR1,1Fam,5,1997,1998,649,975,Y,975,975,0,0,2,3,Gd,7,1,Detchd,1997,432.7931454,0,0,2007,239000
299,Paved,Reg,1Fam,6,1968,1968,384,702,Y,1041,702,0,0,1,3,TA,7,1,Attchd,1968,996.8078605,0,0,2007,175000
300,Paved,Reg,1Fam,8,1950,2004,0,1092,Y,1152,0,0,0,1,3,Gd,6,1,Attchd,1950,517.4702703,0,0,2009,158500
301,Paved,Reg,2fmCon,5,1953,1953,841,1165,Y,1336,0,0,1,1,2,TA,5,2,Attchd,1953,127.7490971,0,0,2006,157000
302,Paved,IR3,1Fam,5,1998,1999,281,1028,Y,1210,1242,0,0,2,4,Gd,9,1,BuiltIn,1998,435.6620126,0,0,2007,267000
303,Paved,IR1,1Fam,5,2001,2002,0,1541,Y,1541,0,0,0,2,3,Gd,6,1,Attchd,2001,283.9791715,0,0,2006,205000
304,Paved,Reg,1Fam,7,1972,1972,894,894,Y,894,0,0,1,1,3,TA,5,0,Attchd,1975,673.9109781,0,0,2006,149900
305,Paved,Reg,1Fam,9,1880,2002,0,1470,Y,1675,1818,0,0,3,3,Gd,10,1,Attchd,2003,455.7741639,0,0,2008,295000
306,Paved,Reg,1Fam,5,2004,2005,1464,2000,Y,2000,0,0,1,2,3,Gd,8,0,Attchd,2004,568.5136419,0,0,2007,305900
307,Paved,Reg,1Fam,5,1990,1991,700,700,Y,1122,1121,0,1,2,4,Gd,8,1,Attchd,1990,559.1437364,0,0,2007,225000
308,Paved,IR1,1Fam,7,1920,1950,0,319,Y,1035,371,0,0,1,3,Fa,6,0,NA,NA,487.7471213,0,0,2008,89500
309,Paved,IR1,1Fam,5,1940,1950,262,861,Y,861,0,0,0,1,1,TA,4,0,Detchd,1961,702.4846524,0,0,2009,82500
310,Paved,IR1,1Fam,5,2003,2004,1274,1896,Y,1944,0,0,1,2,3,Ex,8,3,Attchd,2003,533.9627196,0,0,2006,360000
311,Paved,IR1,1Fam,5,1993,1994,518,697,Y,697,804,0,0,2,3,Gd,6,1,Attchd,1993,533.7217421,0,0,2006,165600
312,Paved,Reg,1Fam,6,1948,2002,680,972,Y,972,0,0,1,1,2,TA,5,1,Detchd,1948,374.1460204,0,0,2009,132000
313,Paved,Reg,2fmCon,7,1939,1950,507,793,Y,793,325,0,1,1,3,TA,5,1,Detchd,1939,645.7356672,0,0,2006,119900
314,Paved,IR3,1Fam,5,1965,1965,1236,2136,Y,2036,0,0,2,2,3,TA,8,2,Attchd,1965,362.8858299,0,0,2009,375000
315,Paved,Reg,1Fam,7,1925,1990,16,728,Y,832,809,0,0,1,3,Ex,6,1,Detchd,1925,941.1960947,0,0,2006,178000
316,Paved,IR1,1Fam,5,2004,2005,425,716,Y,716,716,0,1,2,3,Gd,6,1,Attchd,2004,838.3362925,0,0,2009,188500
317,Paved,IR1,1Fam,7,1980,1980,692,845,Y,1153,1200,0,1,2,4,Ex,10,1,Attchd,1983,20.20678547,0,0,2009,260000
318,Paved,Reg,1Fam,5,2006,2006,0,1088,Y,1088,871,0,0,2,3,Gd,8,1,Attchd,2006,319.9104181,0,0,2007,270000
319,Paved,Reg,1Fam,5,1993,1993,987,1347,Y,1372,1274,0,1,2,4,Gd,9,1,Attchd,1993,391.097026,0,0,2009,260000
320,Paved,Reg,1Fam,5,1980,1980,1036,1372,Y,1472,0,0,1,2,3,TA,6,2,Attchd,1980,590.4927023,0,0,2009,187500
321,Paved,Reg,1Fam,5,2006,2006,0,1249,Y,1249,1347,0,0,3,4,Gd,9,0,Attchd,2006,480.4456499,0,0,2006,342643
322,Paved,IR1,1Fam,5,2004,2004,970,1136,Y,1136,1332,0,1,2,4,Gd,10,1,BuiltIn,2004,460.9627577,0,0,2007,354000
323,Paved,IR1,1Fam,5,1986,1987,28,1502,Y,1553,1177,0,1,2,4,Gd,8,1,Attchd,1987,661.4921253,0,0,2007,301000
324,Paved,Reg,1Fam,8,1955,2005,256,1162,Y,1163,0,0,1,1,3,TA,6,0,Attchd,1955,439.4912331,0,0,2006,126175
325,Paved,Reg,1Fam,7,1967,2007,0,710,Y,1898,1080,0,0,2,5,Gd,11,1,BuiltIn,1961,383.4205073,0,0,2010,242000
326,Paved,Reg,1Fam,6,1941,1950,116,720,N,803,0,0,0,1,2,TA,5,0,Detchd,1941,503.2189987,0,0,2007,87000
327,Paved,IR1,TwnhsE,5,1993,1993,1619,1719,Y,1719,0,0,2,1,1,Gd,6,2,Attchd,1993,419.8946293,0,0,2008,324000
328,Paved,Reg,1Fam,5,1960,1960,565,1383,Y,1383,0,0,0,1,3,TA,7,0,Attchd,1960,482.2264991,0,0,2006,145250
329,Paved,IR1,1Fam,6,1916,1994,0,844,N,1445,689,0,0,2,5,Gd,10,0,Detchd,1930,454.2410213,0,0,2009,214500
330,Paved,Reg,1Fam,5,1920,1950,0,596,N,596,596,0,0,1,3,TA,6,0,Detchd,1920,319.3315337,0,0,2009,78000
331,Paved,IR1,Duplex,4,1964,1964,40,1728,Y,1728,0,0,0,2,6,TA,10,0,Detchd,2002,586.6100277,0,0,2007,119000
332,Paved,Reg,1Fam,6,1958,1992,846,1056,Y,1056,0,0,1,1,3,TA,6,0,Attchd,1958,507.6621162,0,0,2007,139000
333,Paved,IR1,1Fam,5,2003,2004,1124,3206,Y,1629,0,0,1,2,3,Gd,7,1,Attchd,2003,79.28616776,0,0,2009,284000
334,Paved,Reg,TwnhsE,5,2004,2004,720,1358,Y,1358,0,0,1,2,2,Gd,6,1,Attchd,2004,702.0386505,0,0,2008,207000
335,Paved,IR1,1Fam,5,1998,1998,828,943,Y,943,695,0,1,2,3,TA,7,2,Attchd,1998,420.8686095,0,0,2008,192000
336,Gravel,IR1,2fmCon,6,1965,1965,1249,1499,Y,1619,167,0,2,2,3,TA,7,2,Attchd,1965,293.2069352,0,700,2008,228950
337,Paved,IR1,1Fam,5,2005,2006,1249,1922,Y,1922,0,0,1,2,3,Gd,8,1,Attchd,2005,524.556348,0,0,2007,377426
338,Paved,Reg,1Fam,5,2002,2003,810,1536,Y,1536,0,0,1,2,3,Gd,7,0,Attchd,2002,890.9917665,0,0,2008,214000
339,Paved,Reg,1Fam,7,1984,1998,213,1208,Y,1621,0,0,1,2,3,Gd,8,0,Attchd,1984,309.679116,0,400,2006,202500
340,Paved,IR1,1Fam,7,1958,1998,585,1215,Y,1215,0,0,0,1,3,TA,6,0,Attchd,1958,413.5574367,0,0,2009,155000
341,Paved,Reg,1Fam,5,2002,2002,0,967,Y,993,915,0,0,2,4,Gd,9,0,Attchd,2002,770.077635,0,0,2010,202900
342,Paved,Reg,1Fam,4,1950,1950,0,721,Y,841,0,0,0,1,2,TA,4,0,CarPort,1950,727.928876,0,0,2009,82000
343,Paved,Reg,Duplex,4,1949,1950,0,0,N,1040,0,0,0,2,2,TA,6,0,Detchd,1949,38.98409973,0,0,2006,87500
344,Paved,IR1,TwnhsE,5,2005,2005,28,1684,Y,1684,0,0,0,2,2,Ex,6,1,Attchd,2005,432.7373032,0,0,2008,266000
345,Paved,Reg,TwnhsE,3,1976,1976,129,536,Y,536,576,0,0,1,3,TA,4,0,Attchd,1976,302.4718852,0,0,2010,85000
346,Paved,Reg,1Fam,5,1939,1950,0,972,Y,972,605,0,0,1,3,Fa,6,1,Detchd,1939,435.1665033,0,0,2006,140200
347,Paved,IR1,1Fam,8,1960,1998,498,958,Y,958,0,0,0,1,2,TA,5,0,Attchd,1960,215.7336901,0,15500,2007,151500
348,Paved,IR1,1Fam,5,1960,1960,1270,1478,Y,1478,0,0,1,2,3,TA,6,2,Attchd,1960,787.5282768,0,0,2009,157500
349,Paved,Reg,Twnhs,5,2003,2004,573,764,Y,764,862,0,1,2,2,Gd,6,0,BuiltIn,2003,102.2832849,0,0,2008,154000
350,Paved,IR2,1Fam,5,2005,2006,1410,1848,Y,1848,880,0,1,2,4,Ex,10,2,Attchd,2006,380.5908916,0,0,2006,437154
351,Paved,IR1,TwnhsE,5,2007,2007,0,1869,Y,1869,0,0,0,2,2,Ex,6,1,Attchd,2007,355.4470604,0,0,2007,318061
352,Paved,IR1,1Fam,5,1986,1986,1082,1453,Y,1453,0,0,1,1,2,Gd,6,1,Attchd,1986,734.3300568,0,0,2006,190000
353,Paved,Reg,1Fam,6,1941,1950,236,616,N,616,495,0,0,1,3,TA,5,0,Detchd,1941,780.1317616,0,0,2008,95000
354,Paved,Reg,1Fam,8,1928,2003,0,624,Y,720,0,0,0,1,2,TA,5,0,Detchd,2005,694.0910066,0,0,2010,105900
355,Paved,Reg,1Fam,5,1940,2000,388,940,Y,1192,403,0,0,1,2,TA,6,2,Attchd,1940,862.6150271,0,0,2006,140000
356,Paved,IR2,1Fam,5,1995,1995,334,1200,Y,1200,0,0,1,2,3,Gd,6,0,Attchd,1995,505.3600976,0,0,2007,177500
357,Paved,IR1,1Fam,6,1992,1992,560,1158,Y,1167,0,0,1,2,3,Gd,6,0,Attchd,1992,406.6282584,0,0,2009,173000
358,Paved,Reg,TwnhsE,5,1976,1976,874,1142,Y,1142,0,0,1,1,3,TA,6,1,Attchd,1976,105.4822615,0,0,2007,134000
359,Paved,IR1,1Fam,4,1958,1958,300,1062,Y,1352,0,0,0,1,3,Gd,6,0,BuiltIn,1958,328.8703036,0,0,2006,130000
360,Paved,IR1,1Fam,5,1998,1998,956,1086,Y,1086,838,0,1,2,3,Gd,7,1,Attchd,1998,359.1840807,0,0,2006,280000
361,Paved,IR1,1Fam,6,1978,1978,773,888,Y,912,0,0,1,1,2,TA,5,1,Attchd,1978,308.297228,0,0,2007,156000
362,Paved,Reg,1Fam,5,1940,1982,399,883,Y,988,517,0,1,1,3,TA,8,0,Detchd,1940,419.4093526,0,0,2008,145000
363,Paved,Reg,1Fam,5,2003,2003,0,0,Y,495,1427,0,0,3,4,Gd,7,1,BuiltIn,2003,349.1341333,0,0,2009,198500
364,Paved,Reg,Twnhs,8,1972,2007,162,483,Y,483,504,0,0,1,2,Gd,5,0,Detchd,1972,-16.29090359,0,0,2009,118000
